OBJECTID,osm_id,code,fclass,name,ref,oneway,maxspeed,layer,bridge,tunnel,ZuschlagPr,Shape_Length
2589,23129431,5141,service, , ,B,0,0,F,F,0,0,000360201
2590,23129432,5141,service, , ,B,0,0,F,F,0,0,000362444
2591,23129433,5141,service, , ,B,0,0,F,F,0,0,000381069
2592,23129434,5141,service, , ,B,0,0,F,F,0,0,000399432
2593,23129435,5141,service, , ,B,0,0,F,F,0,0,000673624
2594,23129436,5122,residential,Hollandtstraße, ,B,30,0,F,F,0,0,001458561
2595,23129437,5122,residential,Boverste Meer, ,B,0,0,F,F,0,0,00203871
2596,23129438,5141,service, , ,B,0,0,F,F,0,0,000488284
2598,23129440,5122,residential,Potstiege, ,B,50,0,F,F,0,0,000966552
2599,23129441,5122,residential,Potstiege, ,B,30,0,F,F,0,0,002940677
2600,23129442,5141,service,Potstiege, ,B,0,0,F,F,0,0,002500918
2601,23129443,5141,service,Potstiege, ,B,0,0,F,F,0,0,002460216
2602,23129444,5141,service,Coesfeldweg, ,B,0,0,F,F,0,0,000423425
2603,23129445,5122,residential,Coesfeldweg, ,B,30,0,F,F,0,0,002077148
2604,23129446,5122,residential,Coesfeldweg, ,B,30,0,F,F,0,0,002003043
2611,23129458,5141,service, , ,B,0,0,F,F,0,0,000532455
2612,23129460,5141,service, , ,B,0,0,F,F,0,0,00099785
2613,23129461,5141,service, , ,B,0,0,F,F,0,0,000804559
2614,23129462,5141,service, , ,B,0,0,F,F,0,0,000484126
2615,23129463,5122,residential,Niedenstiege, ,B,30,0,F,F,0,0,00124318
2616,23129464,5122,residential,Boverste Meer, ,B,30,0,F,F,0,0,003033349
2617,23129465,5122,residential,Unnerste Meer, ,B,30,0,F,F,0,0,002882827
2618,23129466,5115,tertiary,Von-Esmarch-Straße, ,B,50,0,F,F,0,0,005770453
2619,23129467,5122,residential,Hollandtstraße, ,B,30,0,F,F,0,0,002312761
2620,23129468,5122,residential,Hollandtstraße, ,B,30,0,F,F,0,0,001168656
2621,23129469,5122,residential,Niedenstiege, ,B,30,0,F,F,0,0,001548927
2622,23129470,5122,residential,Niedenstiege, ,B,30,0,F,F,0,0,001083981
2623,23129653,5141,service,Busso-Peus-Straße, ,B,0,0,F,F,0,0,001077467
2624,23129654,5122,residential,Muckermannweg, ,B,30,0,F,F,0,0,003563023
2625,23129655,5122,residential,Muckermannweg, ,B,30,0,F,F,0,0,00037505
2626,23129658,5141,service, , ,B,0,0,F,F,0,9,61544E-05
2627,23129661,5141,service, , ,B,0,0,F,F,0,0,001310799
2628,23129665,5141,service, , ,B,0,0,F,F,0,7,47513E-05
2629,23129666,5141,service, , ,B,0,0,F,F,0,0,000572654
2631,23129671,5141,service, , ,B,0,0,F,F,0,0,001837945
2634,23129676,5121,unclassified,Busso-Peus-Straße, ,B,30,0,F,F,0,0,003111884
2635,23129789,5122,residential,Ritterstraße, ,B,0,0,F,F,0,0,000767949
2636,23129790,5141,service, , ,B,0,0,F,F,0,0,001739648
2637,23129791,5141,service, , ,B,0,0,F,F,0,0,000454757
2640,23129807,5141,service, , ,B,0,0,F,F,0,0,000172721
2641,23129809,5141,service, , ,B,10,0,F,F,0,0,000107429
2642,23129810,5141,service, , ,B,0,0,F,F,0,0,000633631
2643,23129811,5141,service, , ,B,0,0,F,F,0,0,000630748
2644,23136493,5141,service, , ,F,20,0,F,F,0,0,000325102
2645,23136495,5141,service, , ,B,20,0,F,F,0,0,007345701
2646,23136499,5141,service, , ,B,20,0,F,F,0,0,000540141
2647,23136500,5141,service, , ,B,20,0,F,F,0,0,001838285
2648,23136501,5141,service, , ,B,20,0,F,F,0,0,001669436
2649,23136503,5141,service, , ,B,20,0,F,F,0,0,000279889
2650,23136504,5141,service, , ,B,0,0,F,F,0,0,00012086
2651,23136508,5122,residential,Schreiberstraße, ,B,30,0,F,F,0,0,002034711
2652,23136509,5141,service, , ,B,0,0,F,F,0,0,001181531
2653,23136510,5141,service, , ,B,0,0,F,F,0,0,001124179
2656,23136514,5141,service,Heisenbergstraße, ,B,0,0,F,F,0,0,00140264
2657,23136517,5141,service, , ,B,0,0,F,F,0,0,000784371
2658,23136518,5141,service, , ,B,0,0,F,F,0,0,000801139
2659,23136519,5141,service, , ,B,0,0,F,F,0,0,000935004
2660,23136520,5141,service, , ,B,0,0,F,F,0,0,000329611
2662,23136525,5141,service, , ,B,0,0,F,F,0,0,000148355
2664,23136527,5141,service, , ,B,0,0,F,F,0,0,001091607
2665,23137052,5113,primary,Orléans-Ring,B 54,F,50,0,F,F,0,0,000134813
2668,23137754,5141,service, , ,B,0,0,F,F,0,7,42743E-05
2669,23137755,5141,service, , ,B,0,0,F,F,0,0,000886766
2670,23137756,5141,service, , ,B,0,0,F,F,0,0,000390754
2671,23137757,5141,service, , ,B,0,0,F,F,0,0,000389784
2673,23137759,5141,service,Philippistraße, ,B,0,0,F,F,0,0,000921276
2674,23137760,5141,service,Philippistraße, ,B,0,0,F,F,0,0,000789525
2675,23137761,5141,service, , ,B,0,0,F,F,0,0,000524668
2676,23137762,5141,service, , ,B,0,0,F,F,0,0,000348131
2680,23137766,5141,service, , ,B,0,0,F,F,0,0,001016453
2681,23137767,5141,service,Philippistraße, ,B,0,0,F,F,0,0,000643626
2683,23137769,5141,service, , ,B,0,0,F,F,0,0,000459548
2684,23137770,5141,service, , ,B,0,0,F,F,0,0,00053932
2685,23137771,5141,service, , ,B,0,0,F,F,0,0,000360346
2686,23137777,5141,service,Gasselstiege, ,B,0,0,F,F,0,0,000690859
2687,23137778,5154,path, , ,B,0,0,F,F,0,0,001070201
2690,23137782,5154,path, , ,B,0,0,F,F,0,0,001704015
2691,23137789,5154,path, , ,B,0,0,F,F,0,0,000247164
2692,23137792,5154,path, , ,B,0,0,F,F,0,0,001279944
2695,23184861,5141,service, , ,B,0,0,F,F,0,0,001952546
2696,23184862,5141,service,Joseph-König-Straße, ,B,0,0,F,F,0,0,001158093
2698,23184865,5122,residential,Wiengarten, ,B,30,0,F,F,0,0,000953954
2700,23184868,5141,service, , ,B,0,0,F,F,0,0,000114635
2701,23184869,5141,service, , ,B,0,0,F,F,0,0,00020178
2707,23184876,5141,service, , ,B,0,0,F,F,0,0,000487707
2709,23184878,5141,service, , ,B,0,0,F,F,0,0,000219318
2710,23184879,5141,service, , ,B,0,0,F,F,0,0,001018494
2712,23184882,5121,unclassified,Anton-Bruchausen-Straße, ,B,0,0,F,F,0,0,001324034
2713,23184883,5141,service, , ,B,0,0,F,F,0,0,001548058
2715,23184886,5141,service,Joseph-König-Straße, ,B,0,0,F,F,0,0,00185328
2716,23184887,5141,service, , ,B,0,0,F,F,0,0,000109585
2720,23184892,5122,residential,Wiengarten, ,B,30,0,F,F,0,0,000577385
2725,23184900,5121,unclassified,Albrecht-Thaer-Straße, ,B,50,0,F,F,0,0,000233992
2726,23184901,5141,service, , ,B,0,0,F,F,0,6,13246E-05
2727,23184902,5141,service, , ,B,0,0,F,F,0,0,000587954
2729,23184904,5122,residential,Wiengarten, ,F,30,0,F,F,0,0,001063829
2734,23209484,5141,service, , ,B,0,0,F,F,0,0,000377287
2735,23209485,5141,service, , ,B,0,0,F,F,0,0,000160102
2736,23209486,5141,service, , ,B,0,0,F,F,0,0,000117033
2737,23209487,5141,service, , ,B,0,0,F,F,0,0,000216541
2738,23209488,5141,service, , ,B,0,0,F,F,0,0,000547737
2751,23209503,5121,unclassified,Nevinghoff, ,B,50,0,F,F,0,0,000392482
2752,23209504,5141,service, , ,B,0,0,F,F,0,8,21043E-05
2757,23209510,5141,service, , ,B,0,0,F,F,0,0,000184213
2758,23209511,5141,service, , ,B,0,0,F,F,0,0,000543901
2759,23209512,5141,service, , ,B,0,0,F,F,0,0,0001972
2760,23209513,5141,service, , ,B,0,0,F,F,0,0,000236724
2761,23209514,5141,service, , ,B,0,0,F,F,0,0,000566059
2762,23209515,5141,service,Nevinghoff, ,B,0,0,F,F,0,0,00061677
2763,23209516,5141,service, , ,B,0,0,F,F,0,0,000459134
2764,23209517,5141,service, , ,B,0,0,F,F,0,0,001473333
2765,23209518,5141,service, , ,B,0,0,F,F,0,0,001198764
2769,23209524,5141,service, , ,B,0,0,F,F,0,0,000991555
2770,23209525,5141,service, , ,B,0,0,F,F,0,0,001091499
2771,23209526,5154,path, , ,B,0,0,F,F,0,0,00076313
2772,23209527,5154,path, , ,B,0,0,F,F,0,1,7229E-05
2773,23209528,5141,service,Joseph-König-Straße, ,B,0,0,F,F,0,0,001301978
2775,23209531,5141,service, , ,B,0,0,F,F,0,0,00105314
2776,23209532,5141,service,Gartenstraße, ,B,0,0,F,F,0,0,000887435
2777,23209533,5141,service, , ,B,0,0,F,F,0,0,00048996
2778,23209534,5144,track_grade2, , ,B,0,0,F,F,0,0,001084018
2779,23209535,5144,track_grade2, , ,B,0,0,F,F,0,0,002535446
2780,23209536,5141,service, , ,B,0,0,F,F,0,6,36967E-05
2781,23209537,5141,service, , ,B,0,0,F,F,0,5,87464E-05
2782,23209538,5144,track_grade2,Geitlingweg, ,B,0,0,F,F,0,0,003232324
2786,23209544,5141,service,Piusallee, ,B,0,0,F,F,0,0,000714361
2787,23209545,5141,service, , ,B,0,0,F,F,0,0,000348996
2791,23218002,5145,track_grade3, , ,B,0,0,F,F,0,0,000340093
2792,23241290,5122,residential,Offenbergstraße, ,B,30,0,F,F,0,0,000642025
2794,23241330,5122,residential,Blumenstraße, ,F,30,0,F,F,0,0,002814831
2795,23241331,5122,residential,Brunnenstraße, ,F,30,0,F,F,0,0,001492085
2796,23241493,5122,residential,Wykstraße, ,B,30,0,F,F,0,0,000933702
2797,23241552,5123,living_street,Am Alten Schützenhof, ,B,0,0,F,F,0,0,001487339
2798,23248581,5122,residential,Hochstraße, ,B,30,0,F,F,0,0,002861137
2799,23249200,5122,residential,Kleine Turmstraße, ,F,30,0,F,F,0,0,00166221
2800,23249201,5122,residential,Steveninkstraße, ,B,30,0,F,F,0,0,001878376
2801,23249202,5122,residential,Kerkerinckstraße, ,B,0,0,F,F,0,0,001118153
2803,23249204,5122,residential,Kerkerinckstraße, ,B,30,0,F,F,0,0,001774476
2804,23249246,5122,residential,Heimstättenweg, ,F,30,0,F,F,0,0,003550836
2805,23249247,5122,residential,Habichtshöhe, ,B,30,0,F,F,0,0,00384068
2806,23249275,5122,residential,Althoffstraße, ,F,30,0,F,F,0,0,000447026
2807,23249276,5122,residential,Prinz-Eugen-Straße, ,B,30,0,F,F,0,0,003105953
2808,23281613,5122,residential,Elisabeth-Selbert-Weg, ,B,30,0,F,F,0,0,001235413
2810,23281615,5141,service, , ,B,0,0,F,F,0,0,000423366
2811,23281616,5141,service, , ,B,0,0,F,F,0,0,000232355
2812,23281619,5141,service,Rostockweg, ,B,0,0,F,F,0,0,000316425
2813,23281620,5141,service, , ,B,0,0,F,F,0,0,002394986
2815,23281624,5141,service, , ,B,0,0,F,F,0,9,02954E-05
2816,23281626,5141,service, , ,B,0,0,F,F,0,0,001610593
2818,23281629,5141,service, , ,B,0,0,F,F,0,0,001883062
2819,23281635,5154,path, , ,B,0,0,F,F,0,0,002806175
2820,23281641,5154,path, , ,B,0,0,F,F,0,0,000693996
2821,23281643,5141,service, , ,B,0,0,F,F,0,0,000213199
2824,23281651,5122,residential,Ellen-Scheuner-Weg, ,B,30,0,F,F,0,0,000875146
2825,23281652,5141,service,Joseph-Haydn-Straße, ,B,0,0,F,F,0,0,000520023
2826,23281653,5141,service, , ,B,0,0,F,F,0,0,002583065
2827,23281654,5141,service, , ,B,0,0,F,F,0,0,000599516
2828,23281655,5141,service, , ,B,0,0,F,F,0,0,000679286
2830,23281657,5141,service, , ,B,0,0,F,F,0,0,001015662
2831,23281658,5141,service, , ,B,0,0,F,F,0,0,00065791
2832,23281659,5141,service, , ,B,0,0,F,F,0,0,000446273
2834,23281661,5141,service,Elise-Rüdiger-Weg, ,B,0,0,F,F,0,0,000758225
2835,23281663,5122,residential,Elise-Rüdiger-Weg, ,B,0,0,F,F,0,0,000708525
2836,23281664,5141,service,Joseph-Haydn-Straße, ,B,0,0,F,F,0,0,000646396
2837,23281665,5141,service, , ,B,0,0,F,F,0,0,000388851
2839,23281671,5122,residential,Ellen-Scheuner-Weg, ,B,30,0,F,F,0,0,001551677
2840,23281672,5141,service, , ,B,0,0,F,F,0,0,000747689
2841,23281673,5141,service, , ,B,0,0,F,F,0,0,00022393
2842,23281674,5141,service, , ,B,0,0,F,F,0,0,002022652
2844,23281676,5141,service,Ellen-Scheuner-Weg, ,B,0,0,F,F,0,0,00054707
2847,23281679,5141,service, , ,B,0,0,F,F,0,0,00037346
2848,23281680,5122,residential,Joseph-Haydn-Straße, ,B,30,0,F,F,0,0,00149418
2849,23281681,5141,service, , ,B,0,0,F,F,0,0,000430185
2850,23281682,5141,service, , ,B,0,0,F,F,0,0,001011541
2851,23281683,5141,service, , ,B,0,0,F,F,0,0,001371566
2852,23281684,5141,service, , ,B,0,0,F,F,0,0,000706069
2853,23281687,5141,service,Joseph-Haydn-Straße, ,B,0,0,F,F,0,0,000659703
2854,23281690,5141,service,Schnorrenburg, ,B,0,0,F,F,0,0,001410114
